supersense_category	text
noun.act	comparison
verb.change	obtrude
noun.communication	refusal
noun.person	uncle
verb.communication	shewed
noun.person	Orne
noun.artifact	jewellery
noun.location	deposit
noun.artifact	items
verb.stative	descended
noun.person	great
noun.person	grandmother
noun.person	uncle
noun.artifact	design
noun.person	grandmother
noun.communication	legends
noun.phenomenon	luck
verb.stative	clustered
noun.person	great - grandmother
noun.person	governess
noun.location	New England
noun.object	Europe
noun.person	uncle
verb.contact	unwrap
verb.communication	urged
verb.emotion	shocked
noun.attribute	strangeness
noun.attribute	hideousness
noun.artifact	designs
noun.person	archaeologists
verb.communication	pronounced
noun.artifact	workmanship
verb.cognition	define
noun.artifact	material
verb.cognition	assign
noun.cognition	tradition
noun.artifact	armlets
noun.body	pectoral
noun.cognition	figures
noun.attribute	extravagance
verb.communication	betrayed
noun.person	uncle
verb.creation	unwrapping
noun.attribute	reluctance
noun.act	demonstration
verb.emotion	forewarned
noun.artifact	jewellery
verb.stative	turn out
verb.body	faint
noun.artifact	brier
noun.artifact	railway cut
noun.feeling	brooding
noun.state	truth
noun.person	great - grandmother
noun.person	Marsh
noun.location	Arkham
noun.person	Zadok
noun.person	Obed Marsh
noun.location	Arkham
noun.person	toper
noun.attribute	likeness
noun.person	Captain Obed
noun.location	Arkham
noun.person	curator
noun.person	Obed Marsh
noun.person	great
noun.person	grandfather
noun.person	great
noun.person	great - grandmother
noun.artifact	ornaments
noun.location	Innsmouth
noun.person	great - grandmother
noun.person	grandmother
noun.person	uncle
noun.feeling	fancy
noun.feeling	fancy
verb.change	bolstered up
noun.person	Innsmouth
verb.change	coloured
noun.person	uncle
noun.act	quest
noun.location	New England
verb.competition	fought off
noun.cognition	reflections
verb.possession	secured
verb.change	buried
noun.attribute	frequency
noun.attribute	vividness
verb.motion	went by
noun.location	spaces
verb.contact	opened out
noun.artifact	porticos
noun.artifact	labyrinths
noun.plant	Cyclopean
noun.animal	fishes
verb.contact	filling
verb.body	awoke
noun.artifact	trappings
verb.motion	treading
verb.communication	praying
noun.object	bottom temples
verb.social	stamp
noun.person	madman
noun.person	genius
noun.state	abysses
noun.state	blackness
noun.attribute	alienage
verb.communication	give up
verb.possession	adopt
noun.person	invalid
noun.state	affliction
noun.event	ravages
verb.emotion	resemble
noun.person	grandmother
noun.person	uncle Douglas
noun.person	grandmother
noun.artifact	palace
noun.location	terraces
noun.animal	leprous corals
noun.attribute	efflorescences
verb.emotion	welcomed
noun.state	realm
noun.cognition	wonders
verb.cognition	destined
verb.competition	spurned
noun.artifact	smoking pistol
noun.location	realm
noun.animal	man
noun.person	grandmother
noun.location	Y’ha - nthlei
noun.person	Obed Marsh
noun.person	Y’ha
noun.location	Deep Ones
noun.person	Old Ones
noun.possession	tribute
noun.group	Great Cthulhu
verb.emotion	craved
noun.location	Innsmouth
verb.creation	brought up
noun.group	earth
noun.act	penance
noun.person	shoggoth
verb.emotion	set
noun.communication	screaming
verb.possession	acquired
noun.person	uncle Douglas
verb.emotion	deterred
verb.change	lessening
noun.object	deeps
verb.emotion	fearing
verb.body	awake
noun.act	exaltation
noun.artifact	sanitarium
noun.person	cousin
verb.contact	shut up
noun.communication	Stupendous
noun.event	splendours
verb.stative	await
verb.possession	seek
noun.person	Cthulhu fhtagn
noun.person	cousin
noun.location	Canton
noun.artifact	madhouse
noun.event	marvel
noun.location	Innsmouth
noun.object	reef
noun.object	abysses
noun.artifact	lair
noun.location	Deep Ones
verb.stative	dwell
noun.state	glory
verb.cognition	Bear in mind
noun.event	cause
noun.communication	straw
noun.person	Akeley
noun.artifact	farmhouse
noun.location	Vermont
noun.cognition	facts
noun.person	Henry Akeley
noun.attribute	vividness
noun.cognition	inference
noun.person	Akeley
verb.stative	establishes
noun.act	ramble
verb.emotion	feared
noun.group	trickle
noun.location	brooks
verb.contact	reared
noun.person	Eccentricity
verb.communication	account for
noun.feeling	apprehensions
noun.location	Vermont
noun.person	instructor
noun.communication	literature
noun.group	Miskatonic University
noun.location	Arkham
noun.location	Massachusetts
noun.person	amateur student
noun.location	New England
noun.cognition	folklore
noun.event	flood
noun.state	hardship
noun.state	suffering
noun.communication	press
verb.motion	floating
noun.object	rivers
verb.social	embarked on
noun.communication	discussions
verb.contact	shed
noun.cognition	subject
noun.cognition	folklore
noun.cognition	study
verb.communication	belittle
noun.communication	tales
noun.communication	outgrowth
noun.cognition	superstitions
noun.act	education
noun.location	stratum
verb.stative	underlie
noun.cognition	rumours
noun.communication	tales
noun.communication	notice
noun.communication	newspaper cuttings
noun.communication	yarn
noun.communication	source
noun.location	Hardwick
noun.location	Vermont
noun.event	cases
noun.event	instances
noun.location	Winooski River
noun.location	Montpelier
noun.location	West River
noun.location	Windham County
noun.location	Newfane
noun.location	Passumpsic
noun.location	Caledonia County
noun.location	Lyndonville
noun.artifact	items
noun.event	instances
verb.change	boil down
noun.group	country folk
verb.communication	reported
noun.feeling	tendency
noun.group	cycle
verb.social	resurrected
noun.event	streams
noun.attribute	resemblances
noun.location	Vermont
verb.stative	bearing
noun.group	sets
noun.shape	ellipsoid
noun.quantity	multitudes
noun.animal	antennae
noun.communication	sources
verb.stative	coincide
noun.communication	legends
verb.stative	shared
verb.possession	furnished
verb.emotion	coloured
noun.attribute	imaginations
noun.cognition	conclusion
noun.location	backwoods
noun.person	folk
verb.change	bloated
noun.animal	human beings
noun.event	currents
noun.cognition	folklore
verb.consumption	invest
noun.attribute	attributes
noun.cognition	folklore
noun.communication	tales
noun.location	Vermont
noun.communication	monograph
noun.communication	Eli Davenport
verb.possession	embraces
noun.communication	tales
noun.person	rustics
noun.location	New Hampshire
verb.communication	summarised
noun.Tops	beings
verb.stative	lurked
noun.object	peaks
noun.object	valleys
noun.object	streams
verb.motion	trickle
noun.location	sources
noun.Tops	beings
noun.communication	evidences
verb.communication	reported
verb.motion	ventured
noun.object	gorges
noun.animal	wolves
verb.motion	shunned
noun.body	footprints
noun.communication	prints
noun.substance	mud
noun.object	brook
noun.location	margins
noun.location	patches
noun.substance	stones
verb.change	worn
verb.creation	shaped
noun.location	Nature
noun.artifact	caves
noun.quantity	quota
noun.communication	prints
noun.relation	direction
noun.communication	prints
noun.object	valleys
noun.location	limits
noun.act	climbing
noun.communication	accounts
verb.stative	agreed
noun.communication	rumours
verb.communication	averring
verb.social	spied
noun.quantity	numbers
noun.quantity	detachment
noun.plant	woodland
noun.object	watercourse
noun.group	formation
noun.cognition	specimen
verb.perception	silhouetted
noun.time	full moon
verb.cognition	held
noun.object	valleys
noun.location	localities
verb.cognition	known as
verb.stative	settle
verb.stative	persisting
noun.act	cause
verb.cognition	look up at
noun.object	mountain
noun.object	precipices
noun.person	settlers
noun.artifact	farmhouses
verb.change	burnt
noun.substance	ashes
noun.object	sentinels
noun.communication	legends
verb.emotion	harmed
verb.contact	trespassing
noun.communication	accounts
noun.feeling	curiosity
verb.social	establish
noun.location	outposts
noun.communication	tales
noun.artifact	farmhouse
noun.act	disappearances
noun.location	areas
noun.communication	Tales
verb.perception	buzzing
noun.communication	offers
noun.person	travellers
verb.emotion	frightened
noun.cognition	wits
noun.artifact	dooryards
noun.communication	legends
verb.stative	preceding
noun.process	decline
noun.act	abandonment
noun.communication	references
noun.person	hermits
noun.person	farmers
verb.perception	undergone
verb.emotion	shunned
verb.communication	whispered about
noun.person	mortals
noun.Tops	beings
noun.location	counties
verb.communication	accuse
noun.person	recluses
noun.communication	explanations
verb.stative	varied
noun.communication	common name
verb.consumption	applied
noun.person	Puritan
noun.person	settlers
noun.person	familiars
noun.cognition	basis
noun.communication	legendry
noun.attribute	heritage
noun.location	New Hampshire
noun.person	kindred
noun.location	Vermont
noun.person	Governor Wentworth
noun.communication	grants
verb.cognition	linked
noun.person	fairies
noun.animal	bogs
noun.animal	raths
verb.competition	protected
noun.communication	incantation
verb.communication	handed down
noun.group	Indians
noun.cognition	theories
noun.communication	legends
verb.stative	differed
noun.state	consensus
noun.communication	belief
noun.cognition	particulars
verb.cognition	agreed
noun.communication	Pennacook
noun.communication	myths
noun.location	Great Bear
noun.artifact	mines
noun.communication	myths
verb.stative	maintained
noun.artifact	outposts
verb.motion	flew back
noun.artifact	cargoes
verb.contact	harmed
noun.object	earth
verb.communication	spied
noun.animal	Animals
verb.social	shunned
noun.feeling	hatred
noun.plant	things
noun.person	hunters
noun.animal	bee
noun.attribute	voices
noun.person	Pennacooks
noun.person	Hurons
noun.group	Five Nations
noun.communication	colour
noun.communication	legendry
verb.change	died down
noun.act	flareups
noun.group	Vermonters
noun.artifact	dwellings
noun.cognition	avoidances
noun.act	avoidances
noun.object	hilly
noun.event	ruts
noun.event	scares
noun.person	grandmothers
noun.person	nonagenarians
noun.Tops	beings
verb.contact	dwelling
noun.person	whisperers
verb.emotion	fear
noun.artifact	settlements
noun.animal	human beings
noun.cognition	reading
noun.communication	folk
noun.communication	tales
noun.location	New Hampshire
noun.phenomenon	flood
noun.communication	rumours
verb.creation	evolved
noun.person	souls
noun.cognition	truth
verb.communication	point out
noun.communication	legends
noun.attribute	persistence
noun.attribute	uniformity
noun.location	Vermont
verb.stative	might
verb.stative	dwell
verb.communication	silenced
noun.communication	assurance
noun.communication	myths
noun.time	phases
noun.cognition	experience
verb.communication	demonstrate
noun.person	opponents
noun.communication	myths
verb.stative	differed
noun.communication	legends
noun.person	personification
noun.person	fauns
noun.person	dryads
noun.person	satyrs
noun.location	Greece
noun.location	Wales
noun.person	Ireland
noun.group	races
noun.animal	troglodytes
noun.person	burrowers
verb.communication	point out
noun.cognition	belief
noun.group	tribes
noun.person	Mi - Go
noun.person	Snow - Men
verb.stative	lurk
noun.object	rock pinnacles
noun.object	summits
verb.creation	brought up
noun.person	opponents
verb.social	turned
verb.communication	claiming
verb.communication	imply
noun.state	historicity
noun.communication	tales
noun.object	earth
noun.act	hiding
noun.event	advent
noun.attribute	dominance
verb.stative	survived
noun.attribute	numbers
noun.cognition	theories
verb.communication	asseverated
verb.communication	adding
noun.cognition	heritage
noun.communication	telling
noun.person	extremists
verb.communication	went
verb.communication	hint at
noun.cognition	meanings
noun.communication	tales
noun.Tops	beings
verb.communication	citing
noun.person	Charles Fort
noun.person	voyagers
noun.object	worlds
noun.location	outer space
noun.object	earth
noun.person	foes
noun.person	romanticists
verb.change	transfer
noun.cognition	real life
noun.cognition	lore
noun.communication	fiction
noun.person	Arthur Machen
noun.state	circumstances
noun.communication	debating
noun.group	Arkham Advertiser
verb.communication	copied
noun.communication	press
noun.location	Vermont
noun.event	flood
noun.location	Rutland Herald
noun.communication	extracts
noun.location	Brattleboro Reformer
verb.communication	reprinted
noun.communication	summaries
noun.communication	comments
noun.communication	column
verb.communication	supported
verb.communication	applauded
noun.cognition	conclusions
noun.person	figure
noun.location	Vermont
verb.communication	notwithstanding
verb.social	set foot
noun.person	Henry Akeley
verb.emotion	impressed
noun.state	realm
noun.object	precipices
noun.object	streams
noun.person	Henry Wentworth Akeley
noun.communication	correspondence
noun.person	neighbours
noun.artifact	farmhouse
noun.person	representative
noun.location	home soil
noun.person	jurists
noun.person	administrators
noun.person	gentlemen
noun.person	agriculturists
noun.body	mentally
verb.change	veered
noun.cognition	scholarship
noun.cognition	mathematics
noun.cognition	astronomy
noun.cognition	anthropology
noun.cognition	folklore
noun.group	University of Vermont
noun.communication	communications
noun.act	education
noun.person	recluse
noun.cognition	sophistication
noun.person	Akeley
noun.person	challengers
noun.cognition	views
noun.Tops	phenomena
verb.cognition	speculated
noun.cognition	conclusions
noun.cognition	preferences
verb.social	advance
verb.social	guided
verb.cognition	took to
verb.cognition	considering
noun.communication	credit
verb.communication	emulate
verb.communication	attributing
noun.location	green hills
verb.communication	reported
verb.stative	come from
noun.state	circumstances
noun.cognition	investigation
noun.Tops	causes
verb.communication	assigned
noun.communication	material proofs
verb.cognition	placed
noun.cognition	basis
verb.communication	transcribe
noun.person	Akeley
noun.cognition	landmark
noun.act	possession
verb.communication	affirm
noun.state	sanity
noun.communication	scrawl
verb.emotion	mingled
noun.location	Townshend
noun.location	Windham Co.
noun.location	Vermont
noun.time	May
noun.person	Albert N. Wilmarth
noun.person	Esq .
noun.location	Saltonstall St.
noun.location	Arkham
noun.location	Mass.
noun.location	Brattleboro Reformer
noun.communication	reprint
noun.time	Apr.
verb.motion	floating
noun.object	streams
noun.cognition	folklore
noun.person	outlander
noun.cognition	attitude
noun.location	Vermont
noun.cognition	attitude
noun.cognition	studies
noun.person	Davenport
verb.communication	led
noun.act	exploring
verb.cognition	visited
verb.competition	directed
noun.act	studies
noun.communication	old tales
noun.person	farmers
noun.cognition	anthropology
noun.cognition	folklore
noun.person	authorities
noun.person	Tylor
noun.location	Lubbock
noun.person	Frazer
noun.person	Quatrefages
noun.person	Murray
noun.person	Osborn
noun.person	Keith
noun.person	Boule
noun.person	G. Elliot Smith
noun.communication	tales
noun.group	races
noun.person	mankind
noun.communication	reprints
noun.group	Rutland Herald
verb.cognition	know about
noun.communication	controversy
verb.stative	stands
noun.person	adversaries
verb.emotion	dread
noun.communication	upshot
verb.social	visits
verb.contact	floating
noun.object	rivers
verb.communication	reported
noun.state	circumstances
verb.cognition	dread
noun.location	Akeley place
noun.location	Townshend Village
noun.location	Dark Mountain
verb.perception	overheard
noun.location	points
noun.artifact	phonograph
noun.artifact	dictaphone attachment
verb.creation	paralysed
noun.attribute	likeness
noun.person	Davenport
verb.communication	mentions
noun.person	grandmothers
verb.communication	mimicked
verb.communication	tells about
verb.cognition	draw
verb.communication	account for
noun.person	Ex nihilo nihil
noun.state	fit
noun.cognition	object
noun.person	Publicly
noun.cognition	side
verb.communication	shew
noun.cognition	matters
noun.cognition	studies
verb.cognition	explored
noun.animal	human creatures
verb.cognition	watching
noun.person	spies
verb.contact	gathering
noun.person	spies
noun.communication	clues
verb.social	resisting
noun.substance	ether
noun.object	earth
verb.communication	dismiss
noun.person	madman
noun.substance	metals
noun.artifact	mines
verb.contact	wipe out
noun.act	mining
verb.change	conquer
noun.object	earth
noun.person	bother
verb.possession	get rid
noun.communication	hieroglyphics
noun.location	Round Hill
noun.object	earth
verb.motion	leads
verb.communication	addressing
verb.communication	urge
verb.change	hush up
noun.communication	debate
noun.communication	publicity
verb.emotion	aroused
noun.state	peril
noun.person	promoters
noun.artifact	real estate
verb.contact	flooding
noun.location	Vermont
noun.quantity	herds
verb.motion	overrun
noun.artifact	bungalows
verb.communication	welcome
noun.communication	phonograph record
noun.substance	black stone
verb.consumption	shew
noun.communication	express
noun.person	Brown
noun.group	village
noun.location	part
noun.location	Cal
verb.possession	give up
verb.social	taken notice
noun.object	black stone
noun.communication	phonograph
noun.person	police dogs
verb.social	getting about
noun.object	earth
noun.feeling	brink
verb.cognition	deciphering
noun.cognition	folklore
verb.possession	supply
noun.communication	myths
verb.communication	antedating
noun.act	coming
noun.animal	man
noun.person	Yog
noun.group	Sothoth
noun.person	Cthulhu
noun.event	cycles
verb.communication	hinted at
noun.communication	Necronomicon
noun.act	access
noun.artifact	lock and key
verb.cognition	conclude
noun.person	Mr. Wilmarth
noun.cognition	studies
noun.state	peril
noun.act	possession
noun.act	risks
noun.person	Newfane
noun.location	Brattleboro
verb.communication	send
verb.communication	authorise
verb.communication	send
verb.possession	trusted
verb.motion	barking
verb.emotion	driven
verb.cognition	Hoping
verb.communication	bothering
verb.social	get in touch
noun.artifact	waste basket
noun.person	madman
noun.act	raving
noun.person	HENRY W. AKELEY P.S.
noun.communication	prints
verb.communication	prove
verb.communication	touched
verb.communication	send
noun.cognition	sentiments
noun.communication	rules
noun.communication	extravagances
noun.cognition	theories
verb.emotion	moved
noun.feeling	mirth
noun.event	race
noun.person	correspondent
verb.communication	spoke of
noun.feeling	doubts
noun.state	sanity
noun.act	confrontation
noun.cognition	investigation
verb.emotion	excited
noun.cognition	cause
noun.communication	yarn
verb.stative	fit in
noun.communication	myths
noun.communication	legends
verb.perception	overheard
noun.communication	black stone
verb.communication	spoke about
noun.communication	inferences
noun.cognition	inferences
noun.person	beings
verb.cognition	deduce
noun.attribute	streak
noun.person	Akeley
verb.cognition	prepared for
noun.cognition	folklore
noun.cognition	studies
noun.communication	developments
noun.cognition	inability
noun.person	Akeley
noun.person	neighbours
verb.competition	besieged
verb.contact	barked
noun.communication	phonograph
noun.event	noises
verb.perception	haunting
verb.change	decayed
noun.cognition	speculations
noun.person	Akeley
verb.communication	send
noun.communication	handwriting
noun.person	opponents
noun.cognition	side
noun.person	outcasts
noun.person	monsters
noun.cognition	folklore
noun.object	streams
noun.cognition	belief
noun.communication	legends
verb.possession	harboured
noun.cognition	doubts
noun.communication	piece
noun.person	Henry Akeley
noun.person	Akeley
verb.change	adopting
verb.communication	soliciting
noun.communication	particulars
noun.communication	return mail
noun.artifact	views
noun.event	scenes
verb.communication	illustrating
noun.attribute	nearness
verb.communication	forbidden
noun.attribute	vagueness
verb.change	intensified
verb.communication	portrayed
noun.cognition	prejudice
noun.attribute	fallibility
noun.attribute	mendacity
noun.cognition	estimate
noun.person	Akeley
noun.location	Vermont
noun.location	radius
noun.cognition	belief
noun.communication	footprint
verb.perception	shone
noun.substance	mud
noun.object	upland
noun.plant	blades
noun.relation	index
noun.act	exposure
noun.communication	footprint
verb.contact	claw
noun.artifact	print
noun.communication	ambiguity
noun.plant	nippers
noun.body	organ
noun.attribute	locomotion
noun.act	exposure
noun.object	mouth
noun.object	boulder
noun.attribute	regularity
verb.stative	choking
noun.artifact	aperture
verb.perception	discern
noun.group	network
noun.object	tracks
noun.artifact	magnifier
noun.object	tracks
verb.stative	shewed
noun.person	druid
noun.location	standing stones
noun.location	summit
verb.contact	beaten down
verb.contact	worn away
noun.attribute	remoteness
verb.stative	stretched away
noun.act	views
noun.communication	footprint
noun.location	Round Hill
noun.person	Akeley
verb.perception	photographed
noun.group	study
noun.quantity	rows
noun.person	Milton
verb.stative	defies
noun.cognition	principles
verb.social	guided
noun.communication	hieroglyphics
verb.perception	discern
noun.communication	Necronomicon
noun.person	Abdul Alhazred
verb.cognition	recognise
noun.communication	ideographs
noun.cognition	study
noun.object	worlds
noun.object	swamp
verb.stative	bear
noun.act	tenancy
noun.attribute	mark
noun.person	Akeley
verb.communication	photographed
verb.communication	barked
noun.cognition	conclusions
noun.attribute	mark
verb.communication	photographed
noun.object	upland
noun.location	Akeley place
noun.artifact	stories
noun.artifact	attic
noun.artifact	lawn
verb.contact	squatting
verb.cognition	took to
noun.person	Akeley
noun.person	photographer
verb.cognition	infer
noun.object	gulf
noun.person	Akeley
verb.stative	entered into
noun.communication	transcripts
verb.communication	overheard
noun.communication	accounts
noun.body	forms
verb.contact	spied
noun.object	thickets
noun.time	twilight
noun.communication	narrative
verb.stative	derived
noun.cognition	scholarship
noun.communication	discourses
noun.communication	connexions
noun.communication	Yuggoth
noun.group	Great Cthulhu
noun.location	Tsathoggua
noun.location	Hastur
noun.location	Yian
noun.location	Leng
noun.location	Lake of Hali
noun.location	Bethmoora
noun.location	Yellow Sign
noun.location	L’mur - Kathulos
noun.location	Bran
noun.location	Magnum Innominandum
noun.communication	aeons
noun.Tops	dimensions
noun.state	worlds
noun.person	author
noun.object	pits
noun.object	streams
noun.object	rivulet
noun.object	streams
verb.contact	entangled
noun.attribute	destinies
noun.cognition	brain
verb.social	attempted
noun.attribute	wonders
noun.cognition	attitude
noun.person	Akeley
noun.cognition	attitude
verb.cognition	removed
noun.cognition	judgment
verb.communication	entertain
verb.change	dulled
noun.cognition	experience
noun.feeling	doubts
noun.person	Akeley
verb.communication	quote
noun.location	Neptune
noun.act	reading
noun.cognition	debating
noun.location	Vermont
noun.communication	Arguments
noun.person	opponents
verb.contact	put off
noun.communication	promises
noun.communication	controversy
verb.change	petered out
noun.time	May
noun.time	June
noun.communication	correspondence
noun.person	Akeley
verb.cognition	retrace
noun.cognition	ground
noun.act	copying
noun.cognition	matters
noun.cognition	scholarship
noun.relation	correlation
noun.location	Vermont
noun.event	horrors
noun.feeling	morbidities
noun.location	Himalayan Mi - Go
noun.communication	conjectures
noun.person	Professor Dexter
noun.person	Akeley
verb.communication	disobey
noun.location	Vermont
noun.location	Himalayan peaks
noun.person	explorers
verb.motion	ascend
verb.communication	leading up
noun.communication	deciphering
noun.communication	hieroglyphics
noun.communication	deciphering
verb.communication	place
noun.act	possession
noun.communication	secrets
noun.time	June
noun.artifact	phonograph record
noun.location	Brattleboro
noun.person	Akeley
noun.artifact	branch line
verb.emotion	aggravated
noun.act	deeds
noun.person	tools
noun.Tops	beings
noun.person	farmer
noun.person	Walter Brown
noun.object	hillside
verb.consumption	loafing
noun.location	Brattleboro
noun.location	Bellows Falls
noun.location	Newfane
noun.location	South Londonderry
noun.person	Brown
verb.perception	overheard
noun.communication	footprint
noun.person	Brown
noun.communication	significance
noun.person	Brown
noun.body	footprints
noun.body	footprints
verb.stative	faced
noun.location	Brattleboro
noun.person	whither Akeley
noun.location	Vermont
noun.location	roads
verb.communication	confessed
verb.motion	go into
noun.location	Townshend
noun.time	daylight
verb.communication	pay
verb.change	leave
verb.stative	centred
verb.possession	borrowed
noun.group	college administration
noun.person	Akeley
noun.quantity	a.m.
noun.time	first
noun.time	May
noun.object	mouth
noun.location	Dark Mountain
verb.stative	rises
noun.location	Lee ’s Swamp
verb.emotion	plagued
noun.attribute	voices
noun.artifact	phonograph
noun.artifact	dictaphone
noun.person	Former
noun.cognition	experience
noun.time	May -
noun.location	Eve
noun.time	Sabbat
noun.time	date
noun.person	Akeley
verb.communication	place
noun.person	Brown
noun.communication	crux
noun.animal	buzzing
noun.attribute	likeness
verb.communication	uttered
noun.communication	grammar
noun.artifact	recording phonograph
noun.artifact	dictaphone
noun.attribute	disadvantage
noun.communication	speech secured
noun.person	Akeley
noun.communication	transcript
noun.communication	spoken words
noun.act	gathering
verb.consumption	possess
noun.communication	transcript
noun.person	Lord
noun.location	Woods
noun.act	gifts
noun.artifact	wells
noun.object	wells
noun.communication	praises
noun.person	Cthulhu
noun.person	Tsathoggua
noun.communication	praises
noun.attribute	abundance
noun.person	Black Goat
noun.location	Woods
noun.person	Shub
noun.group	Thousand Young
noun.location	A BUZZING
noun.cognition	IMITATION
noun.communication	SPEECH
noun.person	Shub
noun.person	Black Goat
noun.location	Woods
noun.attribute	VOICE
noun.person	Lord of the Woods
noun.substance	onyx
noun.communication	tri)butes
noun.location	Gulf
noun.location	Azathoth
noun.person	Yuggoth
noun.plant	aether
noun.attribute	VOICE
noun.person	He
noun.location	Gulf
noun.person	To Nyarlathotep
noun.person	Mighty Messenger
noun.substance	waxen
verb.stative	hides
noun.substance	Suns
verb.social	mock
noun.person	HUMAN VOICE
noun.person	Nyarl)athotep
noun.person	Great Messenger
noun.person	bringer
noun.feeling	joy
noun.person	Yuggoth
noun.person	Father
noun.group	Million Favoured Ones
noun.group	Stalker
noun.communication	SPEECH
noun.group	BY END OF RECORD
noun.artifact	phonograph
noun.attribute	reluctance
noun.event	scratching
noun.substance	sapphire
noun.artifact	point
noun.person	native
noun.location	Vermont
noun.communication	rendering
noun.person	Akeley
noun.communication	transcript
noun.person	Shub - Niggurath
noun.person	Goat
noun.person	Thousand Young
verb.body	shudder
noun.person	Akeley
noun.communication	accounts
verb.communication	profess
noun.act	imposture
noun.person	Akeley
noun.communication	correspondence
noun.feeling	pity
verb.social	disobey
noun.person	Akeley
noun.feeling	pity
noun.attribute	sounds
noun.state	circumstances
noun.attribute	echo
verb.stative	winging
noun.shape	abysses
noun.location	hells
verb.motion	ran off
noun.communication	buzzing
noun.person	Shub
noun.location	Woods
noun.person	Thousand Young
verb.cognition	analyse
verb.creation	shaped
noun.attribute	resemblance
noun.body	vocal organs
noun.animal	man
noun.animal	mammalia
noun.relation	singularities
noun.attribute	timbre
noun.attribute	range
noun.communication	overtones
verb.stative	placed
noun.object	earth
noun.act	advent
noun.communication	daze
noun.communication	passage
noun.communication	buzzing
noun.act	intensification
noun.attribute	infinity
noun.act	playing
verb.cognition	comparing
noun.person	Akeley
verb.cognition	concluded
verb.communication	hint
verb.possession	secured
noun.cognition	customs
noun.cognition	religions
noun.group	alliances
noun.animal	creatures
noun.relation	members
noun.group	human race
noun.act	alliances
noun.time	ages
verb.cognition	guessing
noun.relation	linkage
noun.state	infinity
noun.object	planet Yuggoth
noun.location	outpost
noun.location	Einsteinian space
noun.group	continuum
noun.location	cosmos
noun.communication	black stone
noun.location	Arkham
noun.person	Akeley
verb.cognition	deeming
verb.communication	have
noun.act	studies
noun.person	Akeley
noun.act	transportation
noun.location	Bellows Falls
verb.consumption	ship
noun.location	Maine
noun.location	Keene
noun.location	Winchendon
noun.location	Fitchburg
verb.stative	necessitate
noun.act	driving
noun.object	hill roads
noun.location	Brattleboro
noun.communication	express
noun.location	Brattleboro
noun.artifact	phonograph
verb.communication	talk with
noun.person	clerks
noun.person	Akeley
verb.communication	confessed
noun.act	receipt
noun.person	Akeley
verb.communication	address
noun.location	Townshend
noun.communication	mail
noun.location	Brattleboro
noun.artifact	coach
noun.person	passenger
noun.artifact	railway
verb.communication	went into
noun.communication	detail
noun.act	barking
noun.substance	mud
noun.artifact	farmyard
verb.communication	told about
verb.contact	drawn up
verb.communication	facing
noun.location	tracks
noun.communication	kodak
verb.communication	prove
verb.perception	outdone
noun.act	barking
verb.communication	howling
noun.communication	telegram
noun.location	Bellows Falls
noun.person	Akeley
verb.communication	expressing
noun.communication	black stone
noun.group	B. & M.
noun.location	Bellows Falls
noun.time	p.m.
noun.time	standard time
noun.location	North Station
noun.time	p.m.
noun.location	Arkham
verb.motion	stayed in
noun.act	advent
verb.communication	telephoned
noun.artifact	express office
noun.artifact	shipment
verb.creation	performed
noun.location	Boston North Station
noun.possession	consignment
noun.group	Train
verb.motion	pulled in
verb.creation	institute
noun.communication	inquiry
verb.communication	sending
noun.person	Akeley
verb.communication	outlining
noun.attribute	promptness
verb.communication	telephoning
noun.artifact	railway
noun.person	express
noun.event	incident
noun.cognition	bearing
noun.location	Keene
noun.location	N.H.
noun.time	standard time
verb.possession	entered
noun.person	Stanley Adams
verb.motion	starting into
noun.feeling	awakeness
noun.attribute	veracity
noun.attribute	reliability
noun.communication	antecedents
verb.communication	interview
verb.perception	recognise
noun.person	inquirer
verb.cognition	Realising
noun.location	Arkham
noun.person	Akeley
noun.group	express company
noun.group	police department
noun.location	Keene
verb.body	affected
noun.person	Keene
noun.artifact	telegraph
noun.communication	inquiry
noun.act	investigations
noun.location	Keene
noun.person	lounger
verb.communication	couple
noun.artifact	telegraph office
noun.communication	notice
verb.motion	come through
noun.person	Akeley
verb.creation	conducting
noun.act	inquiries
noun.location	Keene
noun.cognition	attitude
noun.artifact	fulfilment
noun.feeling	tendencies
noun.object	earth
noun.cognition	part
verb.emotion	enraged
noun.communication	hieroglyphs
verb.communication	rankled
noun.person	Akeley
verb.communication	brought up
noun.person	Akeley
verb.competition	close in
noun.feeling	determination
noun.event	barking
verb.social	molest
verb.motion	traverse
noun.time	August
verb.motion	bound
noun.group	village
noun.plant	trunk
noun.location	patch
noun.act	barking
verb.perception	lurking
noun.animal	pack
noun.time	August
verb.perception	grazing
noun.event	barking
noun.plant	woodland
noun.event	presences
noun.time	August
verb.emotion	disturbed
noun.person	Akeley
verb.contact	put aside
noun.attribute	reticence
noun.event	happenings
noun.artifact	farmhouse
noun.group	myriads
noun.person	Walter Brown
noun.person	Akeley
verb.communication	telephone
noun.location	Brattleboro
noun.location	Brattleboro
noun.person	linemen
noun.location	Newfane
verb.change	start home
noun.artifact	post office
noun.location	Brattleboro
noun.time	delay
noun.cognition	attitude
verb.change	slipping
noun.person	Akeley
noun.artifact	farmhouse
noun.feeling	connexion
verb.stative	reaching out
verb.emotion	suck
verb.change	engulf
verb.communication	replying
verb.communication	urged
verb.possession	seek
noun.person	Vermont
noun.feeling	wishes
noun.group	authorities
noun.communication	telegram
